annee_universitaire,libelle_diplome_1,libelle_diplome_2,total_inscrits
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOCHIMIE ET BIOTECHNOLOGIES","",180
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE TROYES, SPECIALITE SYSTEMES, RESEAUX ET TELECOMMUNICATIONS","",180
2012-13,"DROIT, ECONOMIE, GESTION : BANQUE ET ASSURANCE","BANQUE, FINANCE, ASSURANCE",180
2012-13,DIPLOMES INTERNATIONAUX EN PLURI SCIENCES - BAC+2 A BAC+3,"",179
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE STRASBOURG, SPECIALITE GENIE CLIMATIQUE ET ENERGETIQUE","",179
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",HEBREU MODERNE,179
2012-13,INFORMATION-COMMUNICATION,JOURNALISME,179
2012-13,"ARTS, LETTRES, LANGUES : LETTRES ET INGENIERIE CULTURELLE",ETUDES LITTERAIRES,178
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT SOCIAL","",178
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOGRAPHIE - AMENAGEMENT,"",177
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES HUMAINES ET SOCIALES - BAC+3 A BAC+4,"",177
2012-13,"DROIT, ECONOMIE, GESTION : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","",177
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE CIVIL, MECANIQUE","",176
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES POLITIQUES - BAC+3 A BAC+4,"",176
2012-13,CULTURE ET COMMUNICATION : CULTURE ET MEDIAS,"DYNAMIQUES CULTURELLES:POLITIQUES, ESPACES, PRATIQUES",176
2012-13,"SCIENCES HUMAINES ET SOCIALES : METIERS DE L'EDUCATION, DE L'ENSEIGNEMENT, DE LA FORMATION ET DE L'ACCOMPAGNEMENT","ENFANCE, PETITE ENFANCE",176
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET ENVIRONNEMENT, ECOLOGIE","",176
2012-13,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL EUROPEEN ET COMPARE","",176
2012-13,"INGENIEUR DIPLOME DE L'ENS D'ELECTRONIQUE, INFORMATIQUE, TELECOMMUNICATIONS, MATHEMATIQUE ET MECANIQUE DE BORDEAUX DE L'INSTITUT POLYTECHNIQUE DE BORDEAUX, SPECIALITE TELECOMMUNICATIONS","",176
2012-13,"DROIT, ECONOMIE, GESTION : BANQUE, FINANCE","",176
2012-13,SCIENCES ET TECHNOLOGIES : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES,"",176
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES, SPECIALITE INFORMATIQUE","",175
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFECTIOLOGIE : MICROBIOLOGIE, VIROLOGIE, IMMUNOLOGIE","",175
2012-13,"DROIT, ECONOMIE, GESTION : COMPTABILITE-FINANCE",COMPTABILITE CONTROLE AUDIT,175
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES SANITAIRES ET SOCIALES,"",175
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE D'AIX-MARSEILLE, SPECIALITE MECANIQUE ET ENERGETIQUE","",175
2012-13,DIPLOMES D'UNIVERSITE EN MEDECINE - BAC+3 A BAC+6 ET PLUS,"",175
2012-13,"INGENIEUR DIPLOME DE L'EPU PIERRE ET MARIE CURIE DE L'UNIVERSITE PARIS 6, SPECIALITE ELECTRONIQUE ET INFORMATIQUE","",174
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE PARIS-SACLAY, SPECIALITE INFORMATIQUE","",174
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ET ECHANGES INTERNATIONAUX",COMMERCE ELECTRONIQUE,174
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,ACTIVITE PHYSIQUE ADAPTEE ET SANTE,174
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : QUALITE HYGIENE SECURITE ENVIRONNEMENT","",174
2012-13,"SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : ECONOMIE ET INGENIERIE FINANCIERE","",174
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES ECONOMIQUES ET GESTION - BAC+2 A BAC+3,"",174
2012-13,HEMATOLOGIE,"",173
2012-13,"SCIENCES HUMAINES ET SOCIALES : SCIENCES ET METIERS DE L'ENSEIGNEMENT, DE L'EDUCATION ET DE LA FORMATION",SCIENCES DE L'EDUCATION ET FORMATION D'ADULTES,173
2012-13,"DROIT, ECONOMIE, GESTION : DROIT FRANCAIS - DROIT ALLEMAND","",173
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIE, PSYCHOLOGIE CLINIQUE ET PSYCHANALYSE",173
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE",FINANCE - CONTROLE - DIAGNOSTIC,173
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT DES RESSOURCES HUMAINES","",173
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",PILOTAGE DES ORGANISATIONS,173
2012-13,MEDECINE DE CATASTROPHE,"",173
2012-13,"ARTS, LETTRES, LANGUES : INFORMATION, COMMUNICATION","",173
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, IDEES, SOCIETES",LANGUES ETRANGERES APPLIQUEES AU COMMERCE INTERNATIONAL,172
2012-13,"DROIT, SCIENCE POLITIQUE : SCIENCE POLITIQUE","",172
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE ENERGETIQUE ET PROPULSION","",172
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOGRAPHIE (AMENAGEMENT ET ETUDES URBAINES),"",172
2012-13,DIPLOMES D'UNIVERSITE EN PSYCHOLOGIE - BAC+3,"",171
2012-13,MANAGEMENT DES ORGANISATIONS,METIERS DE L'ADMINISTRATION TERRITORIALE,171
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",MANAGEMENT DE PROJET EN INNOVATION ET ENTREPREUNARIAT,171
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION DES ENTREPRISES",MANAGEMENT ET DEVELOPPEMENT DES ORGANISATIONS,171
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE CHIMIE ET PROCEDES","",171
2012-13,COMMERCE,MANAGEMENT DU POINT DE VENTE,171
2012-13,"ARTS, LETTRES, LANGUES : LETTRES",SCIENCES DU LANGAGE ET DIDACTIQUE DU FRANCAIS.,170
2012-13,"DROIT, ECONOMIE, GESTION : AFFAIRES POLITIQUES ET INTERNATIONALES",GESTION DES RISQUES ET DEVELOPPEMENT,170
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES INGENIEURS EN ARTS CHIMIQUES ET TECHNOLOGIQUES DE L'INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE, SPECIALITE GENIE CHIMIQUE","",170
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE MONTPELLIER DE L'UNIVERSITE MONTPELLIER 2, SPECIALITE SCIENCES ET TECHNOLOGIES DES INDUSTRIES ALIMENTAIRES","",170
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ETUDES NORDIQUES,169
2012-13,CHIMIE,MATERIAUX,169
2012-13,"ARTS, LETTRES ET LANGUES : LANGUES ETRANGERES APPLIQUEES",COMMERCE INTERNATIONAL,169
2012-13,DIPLOMES INTERNATIONAUX EN PLURI SCIENCES - BAC+2 A BAC+5,"",169
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",GOUVERNANCE ET ENCADREMENT DES ORGANISATIONS,169
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DE L'ENTREPRISE",DROIT SOCIAL,169
2012-13,SCIENCES HUMAINES ET SOCIALES : MUSIQUE ET MUSICOLOGIE,"",169
2012-13,"DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE : ECONOMIE",ECONOMIE DU DEVELOPPEMENT ET DE L'ENVIRONNEMENT,169
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE, GENIE CIVIL, GENIE MECANIQUE","",168
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC ET DROIT PRIVE","",168
2012-13,"SCIENCES HUMAINES ET SOCIALES : EDUCATION, FORMATION, INTERVENTION SOCIALE","",168
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS, SPECIALITE MECANIQUE, EN CONVENTION AVEC L'UNIVERSITE DE REIMS","",168
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE ET SCIENCES POUR L'INGENIEUR","",168
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT SCOLAIRE","ENSEIGNEMENT PRIMAIRE-LETTRES, LANGUES, LANGAGE",167
2012-13,"INGENIEUR DIPLOME DE L'ECOLE INTERNATIONALE DU PAPIER, DE LA COMMUNICATION IMPRIMEE ET DES BIOMATERIAUX DE L'INSTITUT POLYTECHNIQUE DE GRENOBLE","",167
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHANALYSE,"",167
2012-13,"DROIT, ECONOMIE, GESTION : DROIT ET MANAGEMENT DE LA CULTURE ET DES MEDIAS","",167
2012-13,"DROIT, ECONOMIE, GESTION : DROIT",CONTENTIEUX PRIVE,88
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES ET REGIONALES",ALLEMAND,166
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES APPLIQUEES",LANGUES ET GESTION,166
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT DE LA CULTURE:ARTS ET PATRIMOINE","",166
2012-13,"ARTS, LETTRES, LANGUES : PHILOSOPHIE, PSYCHANALYSE","",166
2012-13,"INGENIEUR DIPLOME DU CENTRE UNIVERSITAIRE DES SCIENCES ET TECHNIQUES DE L'UNIVERSITE CLERMONT-FERRAND 2, SPECIALITE GENIE BIOLOGIQUE","",166
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'INGENIEURS DE CAEN, SPECIALITE MATERIAUX-CHIMIE","",165
2012-13,HDR EN SCIENCES DE LA VIE - BAC+6 ET PLUS,"",165
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE GENIE MATHEMATIQUE","",165
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE, BANQUE ET FINANCE INTERNATIONALES","",165
2012-13,"SCIENCES HUMAINES ET SOCIALES : COMMUNICATION, STRATEGIE INTERNATIONALE ET INTERCULTURALITE",COMMERCE INTERNATIONAL,165
2012-13,"ARTS, LETTRES, LANGUES : ETUDES THEATRALES",ETUDES THEATRALES,165
2012-13,"ARTS, LETTRES, LANGUES : SCIENCES DU LANGAGE ET LANGUE DES SIGNES FRANCAISE","",164
2012-13,SCIENCES HUMAINES ET SOCIALES : ARCHEOLOGIE,"",164
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION, MANAGEMENT ET ECONOMIE DES ORGANISATIONS",ADMINISTRATION ET MANAGEMENT PUBLIC,164
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES FONDAMENTALES ET APPLIQUEES","",164
2012-13,"DROIT, ECONOMIE, GESTION : DROIT",DROIT DES AFFAIRES APPROFONDI,164
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES JURIDIQUES - BAC+1 A BAC+3,"",164
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT INTERNATIONAL",MANAGEMENT ET ECHANGES INTERNATIONAUX,163
2012-13,"ARTS, LETTRES, LANGUES : LITTERATURE, PHILOLOGIE, LINGUISTIQUE",LETTRES CLASSIQUES,162
2012-13,"DROIT, SCIENCE POLITIQUE : DROITS FRANCAIS ET ETRANGER","",162
2012-13,SCIENCES HUMAINES ET SOCIALES : INFORMATION ET COMMUNICATION,COMMUNICATION DES ORGANISATIONS,162
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ELECTROTECHNIQUE, AUTOMATIQUE, PROCEDES","",162
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES INGENIEURS EN ARTS CHIMIQUES ET TECHNOLOGIQUES DE L'INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE, SPECIALITE GENIE DES PROCEDES","",161
2012-13,"DROIT, ECONOMIE, GESTION : DISTRIBUTION ET MARKETING","",161
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE DE NANTES, SPECIALITE ELECTRONIQUE ET TECHNOLOGIES NUMERIQUES","",161
2012-13,"ARTS, LETTRES, LANGUES : FRANCAIS, LANGUE ETRANGERE","",161
2012-13,SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE,HISTOIRE DE LA PHILOSOPHIE,161
2012-13,"ARTS, LETTRES, LANGUES : LANGUES",ANGLAIS,160
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT POLYTECHNIQUE DE BORDEAUX-ENS DE CHIMIE, BIOLOGIE ET DE PHYSIQUE, SPECIALITE SCIENCES ET TECHNIQUES DES ALIMENTS","",160
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE, DROIT PUBLIC","",160
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",INFORMATIQUE,160
2012-13,"ARTS, LETTRES, LANGUES : ETUDES ARABES",ARABE,160
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE DE MONTPELLIER, SPECIALITE ELECTRONIQUE ET INFORMATIQUE INDUSTRIELLE","",160
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CIVILISATIONS","ETUDES MEDITERRANEENNES, IBERIQUES ET IBERO - AMERICAINES",160
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCE POLITIQUE,SCIENCE POLITIQUE,160
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE DES ORGANISATIONS","",160
2012-13,MANAGEMENT DES ORGANISATIONS,ASSISTANT MANAGER,159
2012-13,"DROIT, ECONOMIE, GESTION : ENTREPRISE ET PATRIMOINE","",159
2012-13,SCIENCES HUMAINES ET SOCIALES : INFORMATION  ET COMMUNICATION,COMMUNICATION DES ENTREPRISES ET DES INSTITUTIONS,159
2012-13,SCIENCES HUMAINES ET SOCIALES : INGENIERIE ET GESTION TERRITORIALES,"",159
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE, ENVIRONNEMENT ET SCIENCES DE LA TERRE","",158
2012-13,"ARTS, LETTRES, LANGUES : LETTRES, LANGUES ET AFFAIRES INTERNATIONALES",LANGUES ET AFFAIRES INTERNATIONALES,158
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE:POLITIQUES PUBLIQUES ET CHANGEMENT SOCIAL","",158
2012-13,"ARTS, LETTRES, LANGUES : SCIENCES DU LANGAGE, INFORMATION ET COMMUNICATION","",158
2012-13,DROIT : CARRIERES JUDICIAIRES ET SCIENCES CRIMINELLES,"",158
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES, LITTERATURES ET CIVILISATIONS D'ASIE DU SUD-EST","",157
2012-13,GESTION DES RESSOURCES HUMAINES,GESTIONNAIRE DES RESSOURCES HUMAINES,157
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE COTE D'AZUR, SPECIALITE ELECTRONIQUE","",157
2012-13,DROIT : DROIT PUBLIC,"",157
2012-13,DIPLOMES D'UNIVERSITE EN LANGUES ETRANGERES APPLIQUEES - BAC+3 A BAC+4,"",157
2012-13,DIPLOMES D'UNIVERSITE EN LANGUES ETRANGERES APPLIQUEES - BAC+4 A BAC+5,"",157
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE ET GESTION DES ENTREPRISES","",157
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES APPLIQUEES","LANGUES, CULTURES, AFFAIRES INTERNATIONALES",157
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE DE NANTES, SPECIALITE THERMIQUE ENERGETIQUE","",156
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PENAL ET CRIMINOLOGIE,156
2012-13,ARTS : ARTS DU SPECTACLE - CINEMA ET AUDIOVISUEL,REALISATION ET CREATION,155
2012-13,"ARTS, LETTRES, LANGUES : ETUDES EUROPEENNES ET INTERNATIONALES",ETUDES FRANCO-ALLEMANDES,155
2012-13,"DROIT, ECONOMIE, GESTION : DROIT LANGUES","",155
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","PREPARATION PHYSIQUE, MENTALE, REATHLETISATION (PPMR)",155
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE, SPECIALITE INFORMATIQUE ET RESEAUX","",155
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DE L'ENTREPRISE",DROIT DES AFFAIRES,155
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE MECANIQUE","",155
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE-GESTION-LANGUES","",88
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT DES TECHNOLOGIES",MANAGEMENT DES TECHNOLOGIES DE L'INFORMATION,155
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT, ENTREPRENEURIAT ET STRATEGIE","",155
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",DEVELOPPEMENT INTERNATIONAL DES PME PMI,154
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ACTUARIELLE ET FINANCIERE, INGENIERIE DES RISQUES","",154
2012-13,"LETTRES, LANGUES, SCIENCES HUMAINES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ANGLAIS,154
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIES POUR LA SANTE ET LE MEDICAMENT","",154
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE SAVOIE DE L'UNIVERSITE DE CHAMBERY, SPECIALITE MECANIQUE-MATERIAUX","",154
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE POUR LA SANTE ET LE MEDICAMENT","",154
2012-13,SCIENCE POLITIQUE : SCIENCE POLITIQUE,"",154
2012-13,DIPLOMES INTERNATIONAUX EN ARTS - BAC+2 A BAC+3,"",153
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE STRASBOURG, SPECIALITE GENIE MECANIQUE","",153
2012-13,AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE,SYSTEMES AUTOMATISES ET RESEAUX INDUSTRIELS,153
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE CIVIL, URBANISME ET AMENAGEMENT","GENIE CIVIL, ARCHITECTURAL ET URBAIN",152
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE L'INFORMATION, AUDIOVISUEL ET MEDIAS NUMERIQUES","",152
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES : STAPS,ENTRAINEMENT SPORTIF,152
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS, SPECIALITE GENIE INDUSTRIEL","",152
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES, SPECIALITE ELECTRONIQUE ET INFORMATIQUE INDUSTRIELLE","",151
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",MARKETING,151
2012-13,"PRE-ORIENTATION INGENIERIE CHIMIQUE, BIOCHIMIQUE ET ENVIRONNEMENTALE","",151
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)","",151
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE - COMPTABILITE ET CONTROLE DE GESTION","",151
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE INTEGRATIVE","",151
2012-13,DIPLOMES D'UNIVERSITE EN MATHEMATIQUES - BAC+3 A BAC+4,"",150
2012-13,"DROIT, ECONOMIE, GESTION : COMPTABILITE, CONTROLE","",150
2012-13,"ARTS, LETTRES, LANGUES : LETTRES",SCIENCES DU LANGAGE,150
2012-13,HDR EN PLURI SCIENCES - BAC+6 ET PLUS,"",150
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES APPLIQUEES",MANAGEMENT ET MARKETING INTERNATIONAL,150
2012-13,DROIT : DROIT INTERNATIONAL,"",150
2012-13,"DROIT, ECONOMIE, GESTION : STRATEGIE ET MARKETING","",150
2012-13,"ECONOMIE, GESTION : ECONOMIE INTERNATIONALE ET GLOBALISATION","",149
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'INGENIEURS DE REIMS DE L'UNIVERSITE DE REIMS, SPECIALITE EMBALLAGE ET CONDITIONNEMENT","",149
2012-13,"SCIENCES HUMAINES ET SOCIALES : ANTHROPOLOGIE, ETHNOLOGIE","",149
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ETUDES SLAVES,149
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES, SPECIALITE GENIE MECANIQUE ET AUTOMATIQUE","",149
2012-13,DIPLOMES D'UNIVERSITE EN STAPS - BAC+1,"",149
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES : EDUCATION ET MOTRICITE,"",149
2012-13,SCIENCES HUMAINES ET SOCIALES : ENSEIGNEMENT ET FORMATION,ENSEIGNEMENT PREMIER DEGRE,148
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE-SCIENCES POUR L'INGENIEUR","",148
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ECOLOGIE, ENVIRONNEMENT","",148
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES DE L'UNIVERSITE DE LORRAINE, SPECIALITE INDUSTRIES ALIMENTAIRES","",148
2012-13,"DROIT, ECONOMIE, GESTION : MATHEMATIQUES, ECONOMIE","",148
2012-13,"FRANCAIS, LANGUE ETRANGERE","",148
2012-13,"DIPLOMES INTERNATIONAUX EN FRANCAIS, LANGUE ETRANGERE - BAC+2 A BAC+4","",148
2012-13,"MATHEMATIQUES, INFORMATIQUE, DECISION ET ORGANISATION (MIDO) : MATHEMATIQUES APPLIQUEES","",148
2012-13,SCIENCES HUMAINES ET SOCIALES : INFORMATION  ET COMMUNICATION,MEDIAS ET COMMUNICATION,147
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES ET REGIONALES",ETUDES TRANSFRONTALIERES ET CATALANES,147
2012-13,DIPLOMES D'UNIVERSITE EN MEDECINE - BAC A BAC+2,"",147
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CULTURES ETRANGERES ET REGIONALES",BRETON ET CELTIQUE,147
2012-13,"ARTS, LETTRES, LANGUES : LETTRES, ARTS ET PENSEE CONTEMPORAINE","",147
2012-13,SCIENCES DE LA SANTE : PATHOLOGIE HUMAINE,"",146
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE ARCHITECTURE DES SYSTEMES D'INFORMATION","",146
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES - BAC+3 A BAC+4,"",146
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'INGENIEURS DE LIMOGES DE L'UNIVERSITE DE LIMOGES, SPECIALITE EAU ET ENVIRONNEMENT","",146
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNOLOGIES (ANNEE COMMUNE)","",146
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES ECONOMIQUES ET GESTION - BAC A BAC+1,"",146
2012-13,SCIENCES HUMAINES ET SOCIALES : INFORMATION  ET COMMUNICATION,"MARKETING, PUBLICITE ET COMMUNICATION",145
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES INGENIEURS EN ARTS CHIMIQUES ET TECHNOLOGIQUES DE L'INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE, SPECIALITE CHIMIE","",145
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CULTURES ETRANGERES",LANGUE CULTURE ENTREPRISE,145
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES HUMAINES ET EPISTEMOLOGIE DE L'ACTION,SCIENCES DE L'EDUCATION ET DE LA FORMATION,145
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE, ENERGETIQUE ET INGENIERIES","",145
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES : STAPS,ACTIVITE PHYSIQUE ADAPTEE ET SANTE,145
2012-13,"ASSURANCE, BANQUE, FINANCE",BANQUE,145
2012-13,"DIPLOMES D'UNIVERSITE EN PLURI SCIENCES ECONOMIQUES, GESTION - BAC+1 A BAC+2","",145
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE LA NATURE ET DU PAYSAGE,"",144
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE, CHIMIE, SANTE",BIOLOGIE-SANTE-QUALITE,144
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ENERGIE SOLAIRE","",144
2012-13,"DROIT, SCIENCES POLITIQUE ET SOCIALES : DROIT HISTOIRE DE L'ART ET ARCHEOLOGIE","",144
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",ADMINISTRATION TERRITORIALE SANITAIRE ET SOCIALE,144
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU MEDICAMENT",PHARMACOLOGIE,144
2012-13,DIPLOMES D'UNIVERSITE EN MEDECINE - BAC+2 A BAC+4,"",144
2012-13,SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE,"HISTOIRE DE LA PHILOSOPHIE, METAPHYSIQUE, PHENOMENOLOGIE",144
